Date,old_Latitude,old_Longitude,Temperature_at_atm,temp_celsius,temp_fahrenheit,new_Longitude
01-12-2016,31.5,250.62,274.82,1.670000000000016,35.00599999999997,-109.38
01-12-2016,32.5,248.12,280.23,7.080000000000041,44.74400000000003,-111.88
01-12-2016,32.5,249.37,276.88,3.730000000000018,38.714,-110.63
01-12-2016,32.5,250.62,274.18,1.0300000000000296,33.853999999999985,-109.38
01-01-2017,29.5,248.12,285.41,12.260000000000048,54.06800000000004,-111.88
01-01-2017,29.5,249.37,282.64,9.490000000000009,49.081999999999994,-110.63
01-01-2017,29.5,250.62,279.07,5.920000000000016,42.656000000000006,-109.38
01-01-2017,30.5,248.12,282.14,8.990000000000009,48.18199999999996,-111.88
01-01-2017,30.5,249.37,278.59,5.439999999999998,41.79199999999997,-110.63
01-01-2017,30.5,250.62,275.91,2.7600000000000477,36.96800000000002,-109.38
01-01-2017,31.5,248.12,280.05,6.900000000000034,44.420000000000016,-111.88
01-01-2017,31.5,249.37,276.11,2.9600000000000364,37.32800000000003,-110.63
01-01-2017,31.5,250.62,274.14,0.9900000000000091,33.78199999999998,-109.38
01-01-2017,32.5,248.12,280.39,7.240000000000009,45.03199999999998,-111.88
01-01-2017,32.5,249.37,277.12,3.9700000000000273,39.146000000000015,-110.63
01-01-2017,32.5,250.62,274.07,0.9200000000000159,33.656000000000006,-109.38
01-02-2017,29.5,248.12,289.78,16.629999999999995,61.93399999999991,-111.88
01-02-2017,29.5,249.37,287.76,14.610000000000014,58.297999999999945,-110.63
01-02-2017,29.5,250.62,284.55,11.400000000000034,52.52000000000004,-109.38
01-02-2017,30.5,248.12,287.46,14.310000000000002,57.75799999999998,-111.88
01-02-2017,30.5,249.37,284.24,11.090000000000032,51.96199999999999,-110.63
01-02-2017,30.5,250.62,281.81,8.660000000000025,47.58800000000002,-109.38
01-02-2017,31.5,248.12,285.79,12.640000000000043,54.75200000000001,-111.88
01-02-2017,31.5,249.37,281.76,8.610000000000014,47.49799999999999,-110.63
01-02-2017,31.5,250.62,280.01,6.860000000000014,44.347999999999956,-109.38
01-02-2017,32.5,248.12,286.23,13.080000000000041,55.54400000000004,-111.88
01-02-2017,32.5,249.37,282.83,9.680000000000007,49.42399999999998,-110.63
01-02-2017,32.5,250.62,280.04,6.890000000000043,44.402000000000044,-109.38
01-03-2017,29.5,248.12,289.29,16.140000000000043,61.05200000000008,-111.88
01-03-2017,29.5,249.37,287.54,14.390000000000043,57.90199999999999,-110.63
01-03-2017,29.5,250.62,284.56,11.410000000000025,52.537999999999954,-109.38
01-03-2017,30.5,248.12,286.58,13.430000000000007,56.17399999999992,-111.88
01-03-2017,30.5,249.37,284.19,11.04000000000002,51.872000000000014,-110.63
01-03-2017,30.5,250.62,282.93,9.78000000000003,49.603999999999985,-109.38
01-03-2017,31.5,248.12,285.08,11.930000000000007,53.47399999999999,-111.88
01-03-2017,31.5,249.37,282.37,9.220000000000027,48.596000000000004,-110.63
01-03-2017,31.5,250.62,281.79,8.640000000000043,47.55200000000002,-109.38
01-03-2017,32.5,248.12,285.66,12.510000000000048,54.518000000000086,-111.88
01-03-2017,32.5,249.37,283.09,9.939999999999998,49.89199999999994,-110.63
01-03-2017,32.5,250.62,280.99,7.840000000000032,46.11200000000002,-109.38
01-04-2017,29.5,248.12,293.06,19.910000000000025,67.83800000000002,-111.88
01-04-2017,29.5,249.37,292.67,19.52000000000004,67.13600000000002,-110.63
01-04-2017,29.5,250.62,289.94,16.79000000000002,62.22200000000004,-109.38
01-04-2017,30.5,248.12,290.91,17.760000000000048,63.96800000000002,-111.88
01-04-2017,30.5,249.37,289.28,16.129999999999995,61.033999999999935,-110.63
01-04-2017,30.5,250.62,288.2,15.050000000000011,59.089999999999975,-109.38
01-04-2017,31.5,248.12,289.66,16.510000000000048,61.71800000000002,-111.88
01-04-2017,31.5,249.37,287.25,14.100000000000023,57.38000000000005,-110.63
01-04-2017,31.5,250.62,287.18,14.03000000000003,57.25399999999996,-109.38
01-04-2017,32.5,248.12,290.64,17.49000000000001,63.48200000000003,-111.88
01-04-2017,32.5,249.37,288.03,14.879999999999995,58.783999999999935,-110.63
01-04-2017,32.5,250.62,286.33,13.180000000000007,55.72399999999999,-109.38
01-05-2017,29.5,248.12,297.44,24.29000000000002,75.72200000000004,-111.88
01-05-2017,29.5,249.37,297.54,24.390000000000043,75.90199999999999,-110.63
01-05-2017,29.5,250.62,295.14,21.99000000000001,71.58199999999994,-109.38
01-05-2017,30.5,248.12,296.1,22.950000000000045,73.31,-111.88
01-05-2017,30.5,249.37,294.89,21.74000000000001,71.132,-110.63
01-05-2017,30.5,250.62,293.71,20.560000000000002,69.00799999999998,-109.38
01-05-2017,31.5,248.12,295.43,22.28000000000003,72.10399999999998,-111.88
01-05-2017,31.5,249.37,293.46,20.310000000000002,68.55799999999994,-110.63
01-05-2017,31.5,250.62,293.18,20.03000000000003,68.05400000000003,-109.38
01-05-2017,32.5,248.12,296.99,23.840000000000032,74.91199999999998,-111.88
01-05-2017,32.5,249.37,294.8,21.650000000000034,70.96999999999997,-110.63
