YYYYMM, LAT, LON, TAS
202001,   24.50,  260.62,  286.82
202001,   24.50,  261.88,  290.37
202001,   24.50,  263.12,  293.15
202001,   25.50,  260.62,  286.96
202001,   25.50,  261.88,  289.42
202001,   25.50,  263.12,  292.05
202001,   26.50,  260.62,  287.10
202001,   26.50,  261.88,  287.80
202001,   26.50,  263.12,  290.42
202001,   27.50,  260.62,  285.98
202001,   27.50,  261.88,  286.29
202001,   27.50,  263.12,  288.43
202002,   24.50,  260.62,  286.81
202002,   24.50,  261.88,  291.03
202002,   24.50,  263.12,  293.66
202002,   25.50,  260.62,  287.88
202002,   25.50,  261.88,  290.62
202002,   25.50,  263.12,  292.99
202002,   26.50,  260.62,  289.18
202002,   26.50,  261.88,  289.89
202002,   26.50,  263.12,  292.03
202002,   27.50,  260.62,  289.13
202002,   27.50,  261.88,  288.96
202002,   27.50,  263.12,  290.66
202003,   24.50,  260.62,  290.88
202003,   24.50,  261.88,  294.66
202003,   24.50,  263.12,  295.63
202003,   25.50,  260.62,  292.84
202003,   25.50,  261.88,  294.95
202003,   25.50,  263.12,  295.25
202003,   26.50,  260.62,  294.49
202003,   26.50,  261.88,  294.40
202003,   26.50,  263.12,  294.65
202003,   27.50,  260.62,  294.03
202003,   27.50,  261.88,  293.61
202003,   27.50,  263.12,  293.70
202004,   24.50,  260.62,  293.35
202004,   24.50,  261.88,  297.58
202004,   24.50,  263.12,  297.23
202004,   25.50,  260.62,  295.60
202004,   25.50,  261.88,  297.44
202004,   25.50,  263.12,  296.93
202004,   26.50,  260.62,  297.09
202004,   26.50,  261.88,  296.67
202004,   26.50,  263.12,  296.53
202004,   27.50,  260.62,  296.75
202004,   27.50,  261.88,  296.10
202004,   27.50,  263.12,  295.91
202005,   24.50,  260.62,  295.58
202005,   24.50,  261.88,  299.21
